frame,abs_time,rel_time,pos_x,pos_y,pos_z,yaw,vx,vy,vz,speed,obstacle_detected,features_detected,flow_left,flow_center,flow_right,state,safe_counter
25,1749065336.90,0.74,0.73,-0.00,-1.44,0.00,2.11,-0.00,-0.58,2.19,False,200,140.57,82.34,107.03,blind_forward,0
26,1749065336.93,0.77,0.80,-0.00,-1.46,0.00,2.18,-0.00,-0.54,2.25,False,200,133.52,76.75,101.80,blind_forward,0
27,1749065336.96,0.80,0.86,-0.00,-1.47,0.00,2.25,-0.00,-0.50,2.30,False,200,139.43,77.07,105.22,blind_forward,0
28,1749065336.99,0.83,0.93,-0.00,-1.49,0.00,2.31,-0.00,-0.46,2.36,False,200,143.28,78.51,106.81,blind_forward,0
29,1749065337.02,0.86,1.00,-0.00,-1.50,0.00,2.38,-0.00,-0.43,2.42,False,200,151.43,80.88,111.76,blind_forward,0
30,1749065337.05,0.90,1.08,-0.00,-1.51,0.00,2.44,-0.00,-0.39,2.47,False,200,146.11,77.80,108.15,blind_forward,0
31,1749065337.08,0.92,1.15,-0.00,-1.53,0.00,2.50,-0.00,-0.36,2.53,False,200,139.77,72.02,101.58,blind_forward,0
32,1749065337.11,0.95,1.23,-0.00,-1.54,0.00,2.56,-0.00,-0.33,2.58,False,200,142.51,70.71,100.57,blind_forward,0
33,1749065337.14,0.98,1.30,-0.00,-1.55,0.00,2.61,-0.00,-0.31,2.63,False,200,144.17,69.18,99.83,blind_forward,0
34,1749065337.17,1.02,1.38,-0.00,-1.55,0.00,2.67,-0.00,-0.28,2.68,False,200,148.48,71.21,103.15,blind_forward,0
35,1749065337.20,1.05,1.47,-0.00,-1.56,0.00,2.72,-0.00,-0.26,2.74,False,200,145.62,67.36,98.83,blind_forward,0
36,1749065337.23,1.08,1.55,-0.00,-1.57,0.00,2.77,-0.00,-0.23,2.78,False,200,158.43,72.06,107.25,blind_forward,0
37,1749065337.27,1.11,1.65,-0.00,-1.58,0.00,2.83,-0.00,-0.21,2.84,False,200,152.80,66.41,101.42,blind_forward,0
38,1749065337.30,1.15,1.74,-0.00,-1.58,0.00,2.88,-0.00,-0.19,2.88,False,200,143.48,64.14,100.13,blind_forward,0
39,1749065337.33,1.18,1.83,-0.00,-1.59,0.00,2.92,-0.00,-0.18,2.93,False,200,138.82,64.34,104.04,blind_forward,0
40,1749065337.36,1.21,1.93,-0.00,-1.60,0.00,2.97,-0.00,-0.16,2.97,False,200,137.23,62.45,104.16,blind_forward,0
41,1749065337.40,1.24,2.02,-0.00,-1.60,0.00,3.01,-0.00,-0.14,3.01,False,200,129.48,58.97,98.87,blind_forward,0
42,1749065337.43,1.27,2.11,-0.00,-1.60,0.00,3.05,-0.00,-0.13,3.05,False,200,129.19,55.76,101.85,blind_forward,0
43,1749065337.46,1.31,2.22,-0.00,-1.61,0.00,3.09,-0.00,-0.12,3.09,False,200,128.01,55.56,103.77,blind_forward,0
44,1749065337.49,1.34,2.32,-0.00,-1.61,0.00,3.13,-0.00,-0.11,3.13,False,200,127.51,53.56,102.21,blind_forward,0
45,1749065337.52,1.37,2.42,-0.00,-1.62,0.00,3.17,-0.00,-0.10,3.17,False,200,123.88,49.50,97.52,blind_forward,0
46,1749065337.55,1.40,2.52,-0.00,-1.62,0.00,3.20,-0.00,-0.09,3.20,False,200,125.63,46.96,94.54,blind_forward,0
47,1749065337.58,1.43,2.60,-0.00,-1.62,0.00,3.23,-0.00,-0.08,3.23,False,200,122.12,44.47,85.51,blind_forward,0
48,1749065337.61,1.46,2.70,-0.00,-1.62,0.00,3.26,-0.00,-0.07,3.26,False,200,137.73,47.16,91.67,blind_forward,0
49,1749065337.65,1.49,2.81,-0.00,-1.63,0.00,3.29,-0.00,-0.06,3.29,False,200,143.41,47.70,94.03,blind_forward,0
50,1749065337.68,1.52,2.91,-0.00,-1.63,0.00,3.32,-0.00,-0.06,3.32,False,200,135.83,41.55,85.01,blind_forward,0
51,1749065337.71,1.55,3.01,-0.00,-1.63,0.00,3.34,-0.00,-0.05,3.34,False,200,117.07,41.75,82.68,blind_forward,0
52,1749065337.73,1.58,3.10,-0.00,-1.63,0.00,3.36,-0.00,-0.05,3.37,False,200,105.86,40.93,79.18,blind_forward,0
53,1749065337.77,1.61,3.21,-0.00,-1.63,0.00,3.39,-0.00,-0.04,3.39,False,200,119.75,44.61,87.17,blind_forward,0
54,1749065337.80,1.64,3.32,-0.00,-1.63,0.00,3.42,-0.00,-0.04,3.42,False,200,124.86,43.55,87.12,blind_forward,0
55,1749065337.83,1.68,3.44,-0.00,-1.63,0.00,3.44,-0.00,-0.03,3.44,False,200,126.02,43.31,85.93,blind_forward,0
56,1749065337.86,1.71,3.54,-0.00,-1.64,0.00,3.46,-0.00,-0.03,3.46,False,200,128.16,39.07,83.87,blind_forward,0
57,1749065337.89,1.74,3.64,-0.00,-1.64,0.00,3.48,-0.00,-0.03,3.48,False,200,131.01,39.44,81.57,blind_forward,0
58,1749065337.92,1.77,3.75,-0.00,-1.64,0.00,3.50,-0.00,-0.02,3.50,False,200,131.01,37.31,77.20,blind_forward,0
59,1749065337.95,1.80,3.85,-0.00,-1.64,0.00,3.52,-0.00,-0.02,3.52,False,200,135.77,37.77,77.39,blind_forward,0
60,1749065337.98,1.83,3.95,-0.00,-1.64,0.00,3.53,-0.00,-0.02,3.53,False,200,132.52,34.05,76.04,blind_forward,0
61,1749065338.01,1.86,4.07,-0.00,-1.64,0.00,3.55,-0.00,-0.02,3.55,False,200,141.54,34.69,79.94,blind_forward,0
62,1749065338.04,1.89,4.17,-0.00,-1.64,0.00,3.57,-0.00,-0.01,3.57,False,200,141.05,29.55,80.17,blind_forward,0
63,1749065338.07,1.92,4.28,-0.00,-1.64,0.00,3.58,-0.00,-0.01,3.58,False,200,147.68,24.20,79.23,blind_forward,0
64,1749065338.10,1.95,4.39,-0.00,-1.64,0.00,3.60,-0.00,-0.01,3.60,False,200,149.89,25.39,79.10,blind_forward,0
65,1749065338.13,1.98,4.50,-0.00,-1.64,0.00,3.61,-0.00,-0.01,3.61,False,200,148.51,19.84,77.42,blind_forward,0
66,1749065338.16,2.01,4.60,-0.00,-1.64,0.00,3.63,-0.00,-0.01,3.63,False,200,168.09,20.49,80.34,blind_forward,0
67,1749065338.20,2.04,4.72,-0.00,-1.64,0.00,3.64,-0.00,-0.01,3.64,False,200,174.38,19.00,79.78,blind_forward,0
68,1749065338.23,2.07,4.83,-0.00,-1.64,0.00,3.65,-0.00,-0.01,3.65,False,200,184.42,16.77,80.04,blind_forward,0
69,1749065338.25,2.10,4.93,-0.00,-1.64,0.00,3.66,-0.00,-0.00,3.66,False,200,201.46,18.27,82.37,blind_forward,0
70,1749065338.28,2.13,5.04,-0.00,-1.64,0.00,3.67,-0.00,-0.00,3.67,False,200,188.49,18.01,83.21,blind_forward,0
71,1749065338.31,2.16,5.14,-0.00,-1.64,0.00,3.68,-0.00,-0.00,3.68,False,200,185.16,20.80,87.73,blind_forward,0
72,1749065338.34,2.19,5.24,-0.00,-1.64,0.00,3.69,-0.00,-0.00,3.69,False,200,163.59,15.40,86.26,blind_forward,0
73,1749065338.37,2.22,5.36,-0.00,-1.64,0.00,3.70,-0.00,-0.00,3.70,False,200,144.86,13.98,90.64,blind_forward,0
74,1749065338.40,2.25,5.46,-0.00,-1.64,0.00,3.71,-0.00,-0.00,3.71,False,200,137.48,14.74,94.76,blind_forward,0
75,1749065338.43,2.28,5.59,-0.00,-1.64,0.00,3.72,-0.00,-0.00,3.72,False,200,136.98,19.99,92.88,blind_forward,0
76,1749065338.46,2.31,5.69,-0.00,-1.64,0.00,3.73,-0.00,0.00,3.73,False,200,357.17,17.76,90.89,blind_forward,0
77,1749065338.49,2.34,5.80,-0.00,-1.64,0.00,3.74,-0.00,0.00,3.74,False,200,244.33,16.58,79.85,blind_forward,0
78,1749065338.52,2.37,5.91,-0.00,-1.64,0.00,3.74,-0.00,0.00,3.74,False,200,194.87,13.02,81.38,blind_forward,0
79,1749065338.55,2.40,6.02,-0.00,-1.64,0.00,3.75,-0.00,0.00,3.75,False,200,172.50,15.33,84.45,blind_forward,0
80,1749065338.58,2.43,6.14,-0.00,-1.64,0.00,3.76,-0.00,0.00,3.76,False,200,177.94,19.01,87.08,blind_forward,0
81,1749065338.61,2.45,6.24,-0.00,-1.64,0.00,3.77,-0.00,0.00,3.77,False,200,163.34,17.49,88.24,blind_forward,0
82,1749065338.64,2.48,6.35,-0.00,-1.64,0.00,3.77,-0.00,0.00,3.77,False,200,174.43,17.28,90.87,blind_forward,0
83,1749065338.67,2.51,6.46,-0.00,-1.64,0.00,3.78,-0.00,0.00,3.78,False,200,197.88,14.63,88.61,blind_forward,0
84,1749065338.70,2.55,6.59,-0.00,-1.64,-0.00,3.78,-0.00,0.00,3.78,False,200,228.71,19.82,87.41,blind_forward,0
85,1749065338.73,2.57,6.69,-0.00,-1.64,-0.00,3.79,-0.00,0.00,3.79,False,200,252.63,20.41,87.13,blind_forward,0
86,1749065338.76,2.61,6.82,-0.00,-1.64,-0.00,3.80,-0.00,0.00,3.80,False,200,291.55,19.47,85.75,blind_forward,0
87,1749065338.79,2.63,6.92,-0.00,-1.64,-0.00,3.80,-0.00,0.00,3.80,False,200,145.77,14.06,79.10,blind_forward,0
88,1749065338.82,2.66,7.03,-0.00,-1.64,-0.00,3.81,-0.00,0.00,3.81,False,200,72.89,22.69,81.41,blind_forward,0
89,1749065338.85,2.70,7.15,-0.00,-1.64,-0.00,3.81,0.00,0.00,3.81,False,200,65.71,19.85,77.09,blind_forward,0
90,1749065338.88,2.73,7.26,-0.00,-1.64,-0.00,3.81,0.00,0.00,3.81,False,200,60.42,12.92,74.77,blind_forward,0
91,1749065338.91,2.75,7.38,-0.00,-1.64,-0.00,3.82,0.00,0.00,3.82,False,200,57.96,9.64,74.10,blind_forward,0
92,1749065338.94,2.78,7.48,-0.00,-1.64,-0.00,3.82,0.00,0.00,3.82,False,200,58.27,18.85,76.34,blind_forward,0
93,1749065338.97,2.81,7.59,-0.00,-1.64,-0.00,3.83,0.00,0.00,3.83,False,200,58.00,13.19,78.79,blind_forward,0
94,1749065339.00,2.84,7.71,-0.00,-1.64,-0.00,3.83,0.00,0.00,3.83,False,200,57.99,9.17,76.20,blind_forward,0
95,1749065339.02,2.87,7.81,-0.00,-1.64,-0.00,3.83,0.00,0.00,3.83,False,200,61.37,18.03,73.70,blind_forward,0
96,1749065339.05,2.90,7.93,-0.00,-1.64,-0.00,3.84,0.00,0.00,3.84,False,200,66.78,16.20,76.63,blind_forward,0
97,1749065339.08,2.93,8.04,-0.00,-1.64,-0.00,3.84,0.00,0.00,3.84,False,200,71.46,10.60,77.01,blind_forward,0
98,1749065339.11,2.96,8.16,-0.00,-1.64,-0.00,3.84,0.00,0.00,3.84,False,200,77.25,9.85,76.07,blind_forward,0
99,1749065339.14,2.99,8.26,-0.00,-1.64,-0.00,3.85,0.00,0.00,3.85,False,200,77.64,20.24,87.70,blind_forward,0
100,1749065339.17,3.02,8.38,-0.00,-1.64,-0.00,3.85,0.00,0.00,3.85,False,200,79.42,14.11,81.68,blind_forward,0
101,1749065339.20,3.04,8.48,-0.00,-1.64,-0.00,3.85,0.00,0.00,3.85,False,200,86.73,10.45,85.42,blind_forward,0
102,1749065339.23,3.07,8.58,-0.00,-1.64,-0.00,3.85,0.00,0.00,3.85,False,200,88.73,21.93,62.65,blind_forward,0
103,1749065339.26,3.10,8.70,-0.00,-1.64,-0.00,3.86,0.00,0.00,3.86,False,200,91.98,15.46,58.23,blind_forward,0
104,1749065339.29,3.13,8.82,-0.00,-1.64,-0.00,3.86,0.00,0.00,3.86,False,200,98.05,14.23,59.84,blind_forward,0
105,1749065339.32,3.16,8.93,-0.00,-1.64,-0.00,3.86,0.00,0.00,3.86,False,200,106.29,21.44,35.76,blind_forward,0
106,1749065339.35,3.19,9.05,-0.00,-1.64,-0.00,3.86,0.00,0.00,3.86,False,200,108.19,14.39,31.53,blind_forward,0
107,1749065339.37,3.22,9.15,-0.00,-1.64,-0.00,3.87,0.00,0.00,3.87,False,200,113.92,22.25,31.95,blind_forward,0
108,1749065339.40,3.25,9.27,-0.00,-1.64,-0.00,3.87,0.00,0.00,3.87,False,200,112.91,18.57,29.08,blind_forward,0
109,1749065339.43,3.28,9.37,-0.00,-1.64,-0.00,3.87,0.00,0.00,3.87,False,200,126.24,13.65,27.69,blind_forward,0
110,1749065339.46,3.30,9.49,-0.00,-1.64,-0.00,3.87,0.00,0.00,3.87,False,200,129.00,24.81,26.57,blind_forward,0
111,1749065339.49,3.33,9.59,-0.00,-1.64,-0.00,3.87,-0.00,0.00,3.87,False,200,146.80,16.83,29.14,blind_forward,0
112,1749065339.52,3.36,9.71,-0.00,-1.64,-0.00,3.87,-0.00,0.00,3.87,False,200,159.61,24.96,27.69,blind_forward,0
113,1749065339.54,3.39,9.81,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,166.82,20.78,24.94,blind_forward,0
114,1749065339.58,3.42,9.94,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,198.49,17.29,30.21,blind_forward,0
115,1749065339.61,3.45,10.05,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,99.24,23.19,30.19,blind_forward,0
116,1749065339.63,3.48,10.16,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,49.62,17.38,30.70,blind_forward,0
117,1749065339.66,3.51,10.27,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,24.81,27.27,34.91,blind_forward,0
118,1749065339.69,3.54,10.38,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,12.41,18.94,32.66,blind_forward,0
119,1749065339.72,3.57,10.49,-0.00,-1.64,-0.00,3.88,-0.00,0.00,3.88,False,200,6.20,27.95,31.12,blind_forward,0
120,1749065339.75,3.60,10.62,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,3.10,20.66,32.33,blind_forward,0
121,1749065339.78,3.63,10.71,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,1.55,27.87,32.58,blind_forward,0
122,1749065339.81,3.65,10.83,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.78,21.08,29.69,blind_forward,0
123,1749065339.84,3.68,10.94,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.39,28.29,32.84,blind_forward,0
124,1749065339.87,3.71,11.05,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.19,23.14,33.36,blind_forward,0
125,1749065339.89,3.74,11.17,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.10,28.11,36.02,blind_forward,0
126,1749065339.93,3.77,11.28,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.05,31.21,38.26,blind_forward,0
127,1749065339.96,3.80,11.40,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.02,25.23,37.92,blind_forward,0
128,1749065339.98,3.83,11.50,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.01,28.96,36.94,blind_forward,0
129,1749065340.02,3.86,11.62,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.01,27.99,34.39,blind_forward,0
130,1749065340.05,3.89,11.74,-0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.00,25.67,36.20,blind_forward,0
131,1749065340.08,3.92,11.85,-0.00,-1.64,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,25.08,37.91,blind_forward,0
132,1749065340.10,3.95,11.96,-0.00,-1.64,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,23.59,41.63,blind_forward,0
133,1749065340.13,3.98,12.08,-0.00,-1.64,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,26.95,38.11,blind_forward,0
134,1749065340.16,4.01,12.18,-0.00,-1.64,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,23.58,39.01,blind_forward,0
135,1749065340.19,4.04,12.30,-0.00,-1.64,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,28.77,43.13,blind_forward,0
136,1749065340.22,4.07,12.42,-0.00,-1.64,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,28.05,43.53,blind_forward,0
137,1749065340.25,4.10,12.53,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,30.39,42.90,blind_forward,0
138,1749065340.28,4.13,12.65,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,31.08,44.45,blind_forward,0
139,1749065340.31,4.16,12.78,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,29.98,43.94,blind_forward,0
140,1749065340.34,4.19,12.90,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,34.12,42.60,blind_forward,0
141,1749065340.37,4.22,13.01,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,32.68,43.42,blind_forward,0
142,1749065340.40,4.25,13.12,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,33.69,41.20,blind_forward,0
143,1749065340.43,4.27,13.22,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,33.09,41.28,blind_forward,0
144,1749065340.46,4.31,13.34,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,36.90,43.78,blind_forward,0
145,1749065340.49,4.34,13.46,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,38.21,44.47,blind_forward,0
146,1749065340.52,4.36,13.57,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,39.67,48.32,blind_forward,0
147,1749065340.55,4.39,13.69,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,41.37,53.27,blind_forward,0
148,1749065340.58,4.42,13.80,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,46.54,52.55,blind_forward,0
149,1749065340.61,4.45,13.91,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,41.68,49.66,blind_forward,0
150,1749065340.64,4.48,14.04,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,45.15,54.25,blind_forward,0
151,1749065340.68,4.52,14.18,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,55.53,61.53,blind_forward,0
152,1749065340.70,4.55,14.30,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,54.20,62.40,blind_forward,0
153,1749065340.73,4.58,14.41,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,27.10,54.37,blind_forward,0
154,1749065340.76,4.61,14.51,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,13.55,79.20,blind_forward,0
155,1749065340.79,4.63,14.63,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,6.77,68.78,blind_forward,0
156,1749065340.82,4.66,14.73,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,3.39,70.46,blind_forward,0
157,1749065340.85,4.69,14.85,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,1.69,69.18,blind_forward,0
158,1749065340.88,4.72,14.97,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.85,74.03,blind_forward,0
159,1749065340.90,4.75,15.07,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.42,77.22,blind_forward,0
160,1749065340.93,4.78,15.19,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.21,80.04,blind_forward,0
161,1749065340.96,4.81,15.31,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.11,77.64,blind_forward,0
162,1749065340.99,4.84,15.43,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.05,81.42,blind_forward,0
163,1749065341.02,4.87,15.53,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.03,94.19,blind_forward,0
164,1749065341.05,4.90,15.65,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.01,98.07,blind_forward,0
165,1749065341.08,4.93,15.77,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.01,96.40,blind_forward,0
166,1749065341.11,4.96,15.88,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,106.67,blind_forward,0
167,1749065341.14,4.99,16.00,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,115.01,blind_forward,0
168,1749065341.17,5.02,16.11,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,109.94,blind_forward,0
169,1749065341.20,5.04,16.22,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,124.28,blind_forward,0
170,1749065341.23,5.07,16.34,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,135.44,blind_forward,0
171,1749065341.26,5.10,16.46,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,147.55,blind_forward,0
172,1749065341.29,5.13,16.56,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,171.04,blind_forward,0
173,1749065341.32,5.16,16.68,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,182.60,blind_forward,0
