frame,abs_time,rel_time,pos_x,pos_y,pos_z,yaw,vx,vy,vz,speed,obstacle_detected,features_detected,flow_left,flow_center,flow_right,state,safe_counter
38,1749066404.49,1.13,1.66,-0.00,-1.58,-0.00,2.83,-0.00,-0.21,2.84,False,200,135.73,61.31,95.69,blind_forward,0
39,1749066404.52,1.15,1.74,-0.00,-1.58,-0.00,2.88,-0.00,-0.19,2.88,False,200,132.49,60.47,96.05,blind_forward,0
40,1749066404.55,1.18,1.83,-0.00,-1.59,-0.00,2.92,-0.00,-0.18,2.93,False,200,131.00,58.41,97.22,blind_forward,0
41,1749066404.58,1.22,1.92,-0.00,-1.59,-0.00,2.97,-0.00,-0.16,2.97,False,200,129.85,55.35,98.15,blind_forward,0
42,1749066404.61,1.24,2.01,-0.00,-1.60,-0.00,3.00,-0.00,-0.15,3.01,False,200,132.62,52.98,98.50,blind_forward,0
43,1749066404.64,1.27,2.10,-0.00,-1.60,-0.00,3.04,-0.00,-0.13,3.05,False,200,143.84,52.13,103.24,blind_forward,0
44,1749066404.67,1.31,2.20,-0.00,-1.61,-0.00,3.08,-0.00,-0.12,3.09,False,200,132.99,48.35,97.17,blind_forward,0
45,1749066404.70,1.33,2.28,-0.00,-1.61,-0.00,3.12,-0.00,-0.11,3.12,False,200,137.08,46.42,96.38,blind_forward,0
46,1749066404.73,1.36,2.37,-0.00,-1.61,-0.00,3.15,-0.00,-0.10,3.15,False,200,139.21,44.21,97.52,blind_forward,0
47,1749066404.76,1.39,2.47,-0.00,-1.62,-0.00,3.18,0.00,-0.09,3.18,False,200,143.14,43.95,96.96,blind_forward,0
48,1749066404.79,1.42,2.57,-0.00,-1.62,-0.00,3.22,0.00,-0.08,3.22,False,200,146.38,41.84,95.14,blind_forward,0
49,1749066404.82,1.45,2.66,-0.00,-1.62,-0.00,3.25,0.00,-0.07,3.25,False,200,152.28,44.65,92.69,blind_forward,0
50,1749066404.85,1.49,2.77,-0.00,-1.62,-0.00,3.28,0.00,-0.07,3.28,False,200,157.29,41.28,91.51,blind_forward,0
51,1749066404.88,1.52,2.87,-0.00,-1.63,-0.00,3.31,0.00,-0.06,3.31,False,200,166.60,38.08,89.46,blind_forward,0
52,1749066404.91,1.54,2.96,-0.00,-1.63,-0.00,3.33,0.00,-0.06,3.33,False,200,145.70,37.40,81.59,blind_forward,0
53,1749066404.94,1.57,3.06,-0.00,-1.63,-0.00,3.35,0.00,-0.05,3.36,False,200,136.34,36.78,83.10,blind_forward,0
54,1749066404.97,1.60,3.16,-0.00,-1.63,-0.00,3.38,0.00,-0.04,3.38,False,200,137.71,37.08,101.41,blind_forward,0
55,1749066404.99,1.63,3.25,-0.00,-1.63,-0.00,3.40,0.00,-0.04,3.40,False,200,126.64,35.18,91.29,blind_forward,0
56,1749066405.02,1.66,3.35,-0.00,-1.63,-0.00,3.42,0.00,-0.04,3.42,False,200,131.50,32.94,89.79,blind_forward,0
57,1749066405.05,1.69,3.45,-0.00,-1.63,-0.00,3.44,0.00,-0.03,3.44,False,200,140.20,35.17,88.93,blind_forward,0
58,1749066405.08,1.72,3.55,-0.00,-1.63,-0.00,3.46,0.00,-0.03,3.46,False,200,144.51,32.42,88.97,blind_forward,0
59,1749066405.11,1.75,3.65,-0.00,-1.63,-0.00,3.48,0.00,-0.03,3.48,False,200,131.16,30.31,83.24,blind_forward,0
60,1749066405.14,1.78,3.75,-0.00,-1.64,-0.00,3.50,0.00,-0.02,3.50,False,200,123.89,28.46,83.30,blind_forward,0
61,1749066405.17,1.81,3.86,-0.00,-1.64,-0.00,3.52,0.00,-0.02,3.52,False,200,131.17,29.30,84.61,blind_forward,0
62,1749066405.20,1.84,3.97,-0.00,-1.64,-0.00,3.54,0.00,-0.02,3.54,False,200,129.31,25.08,78.43,blind_forward,0
63,1749066405.23,1.87,4.07,-0.00,-1.64,-0.00,3.55,0.00,-0.02,3.55,False,200,132.90,23.97,80.92,blind_forward,0
64,1749066405.26,1.90,4.17,0.00,-1.64,-0.00,3.57,0.00,-0.01,3.57,False,200,140.73,18.82,83.61,blind_forward,0
65,1749066405.29,1.93,4.28,0.00,-1.64,-0.00,3.58,0.00,-0.01,3.58,False,200,136.42,19.37,86.31,blind_forward,0
66,1749066405.32,1.95,4.39,0.00,-1.64,-0.00,3.60,0.00,-0.01,3.60,False,200,131.68,21.27,82.31,blind_forward,0
67,1749066405.35,1.98,4.50,0.00,-1.64,-0.00,3.61,0.00,-0.01,3.61,False,200,142.56,17.93,85.72,blind_forward,0
68,1749066405.38,2.02,4.60,0.00,-1.64,-0.00,3.63,0.00,-0.01,3.63,False,200,150.37,18.78,82.22,blind_forward,0
69,1749066405.41,2.04,4.70,0.00,-1.64,-0.00,3.64,0.00,-0.01,3.64,False,200,147.67,17.05,78.57,blind_forward,0
70,1749066405.44,2.07,4.81,0.00,-1.64,-0.00,3.65,0.00,-0.01,3.65,False,200,157.11,15.98,86.52,blind_forward,0
71,1749066405.47,2.10,4.92,0.00,-1.64,-0.00,3.66,0.00,-0.00,3.66,False,200,163.64,18.34,88.37,blind_forward,0
72,1749066405.50,2.13,5.02,0.00,-1.64,-0.00,3.67,0.00,-0.00,3.67,False,200,163.91,17.35,86.97,blind_forward,0
73,1749066405.54,2.17,5.18,0.00,-1.64,-0.00,3.69,0.00,-0.00,3.69,False,200,204.73,22.34,117.35,blind_forward,0
74,1749066405.57,2.20,5.29,0.00,-1.64,-0.00,3.70,0.00,-0.00,3.70,False,200,184.53,17.05,107.18,blind_forward,0
75,1749066405.59,2.23,5.39,0.00,-1.64,-0.00,3.70,0.00,-0.00,3.70,False,200,174.71,16.24,100.64,blind_forward,0
76,1749066405.62,2.26,5.50,0.00,-1.64,-0.00,3.71,0.00,-0.00,3.71,False,200,153.36,15.08,97.20,blind_forward,0
77,1749066405.65,2.29,5.61,0.00,-1.64,-0.00,3.72,0.00,0.00,3.72,False,200,139.34,18.99,92.84,blind_forward,0
78,1749066405.68,2.32,5.72,0.00,-1.64,-0.00,3.73,0.00,0.00,3.73,False,200,144.73,16.48,94.81,blind_forward,0
79,1749066405.71,2.35,5.82,0.00,-1.64,-0.00,3.74,0.00,0.00,3.74,False,200,149.25,16.34,96.87,blind_forward,0
80,1749066405.74,2.38,5.93,0.00,-1.64,-0.00,3.75,0.00,0.00,3.75,False,200,147.08,12.70,92.30,blind_forward,0
81,1749066405.77,2.40,6.03,0.00,-1.64,-0.00,3.75,0.00,0.00,3.75,False,200,159.97,16.66,94.82,blind_forward,0
82,1749066405.80,2.43,6.15,0.00,-1.64,0.00,3.76,0.00,0.00,3.76,False,200,171.11,19.51,92.98,blind_forward,0
83,1749066405.83,2.46,6.25,0.00,-1.64,0.00,3.77,0.00,0.00,3.77,False,200,85.56,16.27,88.58,blind_forward,0
84,1749066405.86,2.49,6.36,0.00,-1.64,0.00,3.77,0.00,0.00,3.77,False,200,42.78,15.80,82.56,blind_forward,0
85,1749066405.89,2.52,6.48,0.00,-1.64,0.00,3.78,0.00,0.00,3.78,False,200,21.39,14.89,83.22,blind_forward,0
86,1749066405.91,2.55,6.59,0.00,-1.64,0.00,3.78,0.00,0.00,3.78,False,200,10.69,19.18,80.27,blind_forward,0
87,1749066405.94,2.58,6.69,0.00,-1.64,0.00,3.79,0.00,0.00,3.79,False,200,5.35,20.39,89.36,blind_forward,0
88,1749066405.97,2.61,6.81,0.00,-1.64,0.00,3.80,0.00,0.00,3.80,False,200,2.67,17.07,82.05,blind_forward,0
89,1749066406.00,2.64,6.91,0.00,-1.64,0.00,3.80,0.00,0.00,3.80,False,200,1.34,16.22,82.48,blind_forward,0
90,1749066406.03,2.66,7.02,0.00,-1.64,0.00,3.80,0.00,0.00,3.80,False,200,26.35,19.88,78.51,blind_forward,0
91,1749066406.06,2.69,7.12,0.00,-1.64,0.00,3.81,0.00,0.00,3.81,False,200,40.68,17.79,81.54,blind_forward,0
92,1749066406.09,2.72,7.23,0.00,-1.64,0.00,3.81,0.00,0.00,3.81,False,200,53.61,12.53,77.27,blind_forward,0
93,1749066406.11,2.75,7.34,0.00,-1.64,0.00,3.82,0.00,0.00,3.82,False,200,56.74,9.81,83.64,blind_forward,0
94,1749066406.14,2.78,7.46,0.00,-1.64,0.00,3.82,0.00,0.00,3.82,False,200,57.65,18.89,80.09,blind_forward,0
95,1749066406.17,2.81,7.56,0.00,-1.64,0.00,3.83,0.00,0.00,3.83,False,200,56.92,15.12,88.22,blind_forward,0
96,1749066406.20,2.84,7.67,0.00,-1.64,0.00,3.83,0.00,0.00,3.83,False,200,60.25,10.87,85.62,blind_forward,0
97,1749066406.23,2.86,7.78,0.00,-1.64,0.00,3.83,0.00,0.00,3.83,False,200,58.05,13.74,86.23,blind_forward,0
98,1749066406.26,2.89,7.89,0.00,-1.64,0.00,3.84,0.00,0.00,3.84,False,200,58.89,19.76,80.67,blind_forward,0
99,1749066406.29,2.92,8.00,0.00,-1.64,0.00,3.84,0.00,0.00,3.84,False,200,62.62,13.90,86.21,blind_forward,0
100,1749066406.32,2.95,8.12,0.00,-1.64,0.00,3.84,0.00,0.00,3.84,False,200,73.31,10.52,91.05,blind_forward,0
101,1749066406.35,2.98,8.23,0.00,-1.64,0.00,3.85,0.00,0.00,3.85,False,200,84.91,22.99,68.05,blind_forward,0
102,1749066406.37,3.01,8.34,0.00,-1.64,0.00,3.85,0.00,0.00,3.85,False,200,76.96,15.24,74.28,blind_forward,0
103,1749066406.40,3.04,8.45,0.00,-1.64,0.00,3.85,0.00,0.00,3.85,False,200,85.18,11.87,74.16,blind_forward,0
104,1749066406.43,3.07,8.56,0.00,-1.64,0.00,3.85,0.00,0.00,3.85,False,200,84.16,24.05,66.61,blind_forward,0
105,1749066406.46,3.10,8.68,0.00,-1.64,0.00,3.86,0.00,0.00,3.86,False,200,96.45,16.32,60.69,blind_forward,0
106,1749066406.49,3.12,8.78,0.00,-1.64,0.00,3.86,0.00,0.00,3.86,False,200,102.38,13.46,62.25,blind_forward,0
107,1749066406.52,3.15,8.89,0.00,-1.64,0.00,3.86,0.00,0.00,3.86,False,200,94.58,24.24,53.65,blind_forward,0
108,1749066406.54,3.18,8.99,0.00,-1.64,0.00,3.86,0.00,0.00,3.86,False,200,96.55,16.01,57.99,blind_forward,0
109,1749066406.57,3.21,9.11,0.00,-1.64,0.00,3.86,0.00,0.00,3.86,False,200,108.70,13.35,32.81,blind_forward,0
110,1749066406.60,3.24,9.21,0.00,-1.64,0.00,3.87,0.00,0.00,3.87,False,200,110.16,23.52,36.66,blind_forward,0
111,1749066406.63,3.27,9.33,0.00,-1.64,0.00,3.87,0.00,0.00,3.87,False,200,127.04,15.45,38.73,blind_forward,0
112,1749066406.66,3.30,9.44,0.00,-1.64,0.00,3.87,0.00,0.00,3.87,False,200,125.04,24.72,37.71,blind_forward,0
113,1749066406.69,3.33,9.56,0.00,-1.64,0.00,3.87,0.00,0.00,3.87,False,200,147.47,21.50,30.72,blind_forward,0
114,1749066406.72,3.36,9.68,0.00,-1.64,0.00,3.87,0.00,0.00,3.87,False,200,148.67,14.93,29.14,blind_forward,0
115,1749066406.75,3.39,9.79,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,173.01,25.31,30.25,blind_forward,0
116,1749066406.78,3.41,9.90,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,186.14,19.40,37.61,blind_forward,0
117,1749066406.81,3.44,10.00,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,93.07,27.29,36.87,blind_forward,0
118,1749066406.84,3.47,10.12,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,46.54,19.18,39.22,blind_forward,0
119,1749066406.86,3.50,10.23,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,23.27,27.19,42.90,blind_forward,0
120,1749066406.89,3.53,10.35,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,11.63,20.51,37.89,blind_forward,0
121,1749066406.92,3.56,10.45,0.00,-1.64,0.00,3.88,0.00,0.00,3.88,False,200,5.82,27.92,37.25,blind_forward,0
122,1749066406.95,3.59,10.58,0.00,-1.64,0.00,3.89,-0.00,0.00,3.89,False,200,2.91,23.57,40.76,blind_forward,0
123,1749066406.98,3.62,10.70,0.00,-1.64,0.00,3.89,-0.00,0.00,3.89,False,200,1.45,30.85,41.23,blind_forward,0
124,1749066407.01,3.65,10.82,0.00,-1.64,0.00,3.89,-0.00,0.00,3.89,False,200,0.73,24.11,36.82,blind_forward,0
125,1749066407.04,3.68,10.92,0.00,-1.64,0.00,3.89,-0.00,0.00,3.89,False,200,0.36,30.75,40.35,blind_forward,0
126,1749066407.07,3.71,11.04,0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.18,25.02,36.82,blind_forward,0
127,1749066407.10,3.74,11.14,0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.09,30.38,41.43,blind_forward,0
128,1749066407.13,3.76,11.26,0.00,-1.64,-0.00,3.89,-0.00,0.00,3.89,False,200,0.05,26.54,42.01,blind_forward,0
129,1749066407.16,3.79,11.38,0.00,-1.63,-0.00,3.89,-0.00,0.00,3.89,False,200,0.02,28.10,42.11,blind_forward,0
130,1749066407.19,3.82,11.49,0.00,-1.63,-0.00,3.89,-0.00,0.00,3.89,False,200,0.01,26.33,42.42,blind_forward,0
131,1749066407.22,3.85,11.60,0.00,-1.63,-0.00,3.89,-0.00,0.00,3.89,False,200,0.01,23.87,37.52,blind_forward,0
132,1749066407.24,3.88,11.70,0.00,-1.63,-0.00,3.89,-0.00,0.00,3.89,False,200,0.00,21.00,35.46,blind_forward,0
133,1749066407.27,3.91,11.81,0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,18.30,34.17,blind_forward,0
134,1749066407.30,3.94,11.93,0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,23.43,31.61,blind_forward,0
135,1749066407.33,3.97,12.04,0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,18.10,36.63,blind_forward,0
136,1749066407.36,4.00,12.16,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,21.90,36.52,blind_forward,0
137,1749066407.39,4.02,12.25,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,21.24,31.67,blind_forward,0
138,1749066407.42,4.05,12.37,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,23.25,33.56,blind_forward,0
139,1749066407.44,4.08,12.48,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,21.31,36.98,blind_forward,0
140,1749066407.47,4.11,12.58,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,23.65,36.67,blind_forward,0
141,1749066407.50,4.14,12.69,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,21.14,36.44,blind_forward,0
142,1749066407.53,4.16,12.79,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,24.91,37.83,blind_forward,0
143,1749066407.56,4.19,12.91,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,24.26,35.22,blind_forward,0
144,1749066407.59,4.22,13.03,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,30.08,38.49,blind_forward,0
145,1749066407.61,4.25,13.13,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,23.74,39.18,blind_forward,0
146,1749066407.64,4.28,13.22,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,29.10,155.33,blind_forward,0
147,1749066407.67,4.30,13.34,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,30.48,97.91,blind_forward,0
148,1749066407.70,4.34,13.46,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,30.59,70.27,blind_forward,0
149,1749066407.73,4.36,13.56,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,31.66,57.17,blind_forward,0
150,1749066407.76,4.39,13.68,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,32.76,48.61,blind_forward,0
151,1749066407.78,4.42,13.79,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,33.28,51.03,blind_forward,0
152,1749066407.81,4.45,13.90,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,35.05,52.07,blind_forward,0
153,1749066407.84,4.48,14.01,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,37.09,48.03,blind_forward,0
154,1749066407.87,4.51,14.13,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,39.04,64.82,blind_forward,0
155,1749066407.90,4.54,14.24,-0.00,-1.63,-0.00,3.90,-0.00,0.00,3.90,False,200,0.00,42.22,57.74,blind_forward,0
156,1749066407.93,4.56,14.35,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,42.81,52.02,blind_forward,0
157,1749066407.96,4.59,14.47,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,21.41,57.03,blind_forward,0
158,1749066407.99,4.62,14.58,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,10.70,56.82,blind_forward,0
159,1749066408.01,4.65,14.69,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,5.35,57.34,blind_forward,0
160,1749066408.04,4.68,14.78,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,2.68,64.86,blind_forward,0
161,1749066408.07,4.70,14.90,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,1.34,69.50,blind_forward,0
162,1749066408.10,4.73,15.02,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.67,74.88,blind_forward,0
163,1749066408.13,4.76,15.12,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.33,90.39,blind_forward,0
164,1749066408.16,4.79,15.25,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.17,87.09,blind_forward,0
165,1749066408.19,4.82,15.36,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.08,86.94,blind_forward,0
166,1749066408.21,4.85,15.46,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.04,88.21,blind_forward,0
167,1749066408.24,4.88,15.58,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.02,95.40,blind_forward,0
168,1749066408.27,4.91,15.68,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.01,88.35,blind_forward,0
169,1749066408.30,4.94,15.80,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.01,95.49,blind_forward,0
170,1749066408.33,4.97,15.92,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,102.29,blind_forward,0
171,1749066408.36,4.99,16.02,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,108.24,blind_forward,0
172,1749066408.39,5.02,16.14,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,108.67,blind_forward,0
173,1749066408.41,5.05,16.24,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,118.63,blind_forward,0
174,1749066408.44,5.08,16.35,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,137.93,blind_forward,0
175,1749066408.47,5.11,16.47,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,147.71,blind_forward,0
176,1749066408.50,5.14,16.59,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,171.58,blind_forward,0
177,1749066408.53,5.16,16.69,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,168.78,blind_forward,0
178,1749066408.56,5.19,16.81,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,84.39,blind_forward,0
179,1749066408.59,5.22,16.93,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,42.20,blind_forward,0
180,1749066408.62,5.25,17.03,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,21.10,blind_forward,0
181,1749066408.64,5.28,17.14,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,10.55,blind_forward,0
182,1749066408.67,5.31,17.26,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,5.27,blind_forward,0
183,1749066408.70,5.34,17.37,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,2.64,blind_forward,0
184,1749066408.73,5.37,17.48,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,1.32,blind_forward,0
185,1749066408.76,5.40,17.60,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,0.66,blind_forward,0
186,1749066408.79,5.42,17.70,-0.00,-1.63,-0.00,3.91,-0.00,0.00,3.91,False,200,0.00,0.00,0.33,blind_forward,0
187,1749066408.82,5.46,17.82,-0.00,-1.63,-0.00,3.91,0.00,0.00,3.91,False,200,0.00,0.00,0.16,blind_forward,0
188,1749066408.85,5.48,17.92,-0.00,-1.63,-0.00,3.91,0.00,0.00,3.91,False,200,0.00,0.00,0.08,blind_forward,0
189,1749066408.88,5.51,18.04,-0.00,-1.63,-0.00,3.91,0.00,0.00,3.91,False,200,0.00,0.00,0.04,blind_forward,0
190,1749066408.91,5.54,18.16,-0.00,-1.63,-0.00,3.91,0.00,0.00,3.91,False,200,0.00,0.00,0.02,blind_forward,0
191,1749066408.93,5.57,18.26,-0.00,-1.63,-0.00,3.91,0.00,0.00,3.91,False,200,0.00,0.00,0.01,blind_forward,0
